"","sex","age","degree","income","income_vs_average","satisfaction","happy"
"1612","Male",27,"Bachelors",12,"Far above average","Pretty satisfied","Pretty happy"
"1613","Male",22,"Hight school",12,"Below average","More of less satisfied","Very happy"
"1614","Female",23,"Bachelors",12,"Average","Not satisfied","Very happy"
"1615","Female",36,"Graduate",12,"Average","More of less satisfied","Pretty happy"
"1616","Male",28,"associate/junior college",12,"Average","Not satisfied","Pretty happy"
"1617","Female",55,"Hight school",12,"Below average","More of less satisfied","Not too happy"
"1618","Female",80,"Hight school",11,"Below average","Pretty satisfied","Not too happy"
"1619","Male",32,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"1620","Male",28,"Hight school",12,"Above average","More of less satisfied","Not too happy"
"1621","Male",39,"Hight school",12,"Below average","Not satisfied","Not too happy"
"1622","Male",25,"Hight school",12,"Average","Not satisfied","Pretty happy"
"1623","Male",39,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"1624","Male",82,"Bachelors",12,"Above average","Pretty satisfied","Very happy"
"1625","Male",33,"Bachelors",12,"Above average","More of less satisfied","Pretty happy"
"1626","Female",56,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"1627","Male",24,"Hight school",11,"Average","More of less satisfied","Not too happy"
"1628","Female",69,"Graduate",12,"Average","Not satisfied","Pretty happy"
"1629","Female",55,"Bachelors",12,"Above average","More of less satisfied","Not too happy"
"1630","Female",33,"Bachelors",12,"Far below average","Not satisfied","Not too happy"
"1631","Male",22,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"1632","Male",89,"Hight school",9,"Below average","More of less satisfied","Pretty happy"
"1633","Male",40,"Bachelors",12,"Below average","Not satisfied","Not too happy"
"1634","Female",54,"Bachelors",12,"Above average","More of less satisfied","Pretty happy"
"1635","Female",20,"Hight school",12,"Above average","Pretty satisfied","Pretty happy"
"1636","Female",61,"Graduate",12,"Average","More of less satisfied","Not too happy"
"1637","Female",49,"associate/junior college",12,"Average","Not satisfied","Very happy"
"1638","Female",47,"Hight school",12,"Average","Not satisfied","Pretty happy"
"1639","Male",32,"Graduate",12,"Average","More of less satisfied","Pretty happy"
"1640","Female",56,"associate/junior college",11,"Below average","Not satisfied","Pretty happy"
"1641","Male",23,"Hight school",4,"Below average","More of less satisfied","Pretty happy"
"1642","Male",34,"Graduate",12,"Average","Not satisfied","Pretty happy"
"1643","Male",46,"Graduate",12,"Above average","More of less satisfied","Very happy"
"1644","Female",44,"Hight school",12,"Below average","More of less satisfied","Not too happy"
"1645","Female",39,"Graduate",12,"Above average","Pretty satisfied","Very happy"
"1646","Male",34,"Hight school",12,"Above average","Pretty satisfied","Pretty happy"
"1647","Male",74,"Bachelors",12,"Average","Pretty satisfied","Very happy"
"1648","Female",57,"Bachelors",12,"Above average","More of less satisfied","Very happy"
"1649","Male",52,"associate/junior college",12,"Average","Pretty satisfied","Pretty happy"
"1650","Male",79,"Bachelors",12,"Above average","Pretty satisfied","Not too happy"
"1651","Female",89,"associate/junior college",12,"Above average","Pretty satisfied","Pretty happy"
"1652","Male",61,"Bachelors",12,"Above average","Pretty satisfied","Pretty happy"
"1653","Female",74,"Hight school",12,"Below average","More of less satisfied","Not too happy"
"1654","Male",64,"Graduate",12,"Average","More of less satisfied","Pretty happy"
"1655","Female",63,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"1656","Male",38,"Graduate",12,"Above average","More of less satisfied","Pretty happy"
"1657","Female",55,"associate/junior college",12,"Average","More of less satisfied","Very happy"
"1658","Male",75,"Bachelors",12,"Above average","Pretty satisfied","Pretty happy"
"1659","Female",71,"Bachelors",12,"Above average","Pretty satisfied","Pretty happy"
"1660","Male",66,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"1661","Female",66,"Graduate",12,"Average","Pretty satisfied","Pretty happy"
"1662","Female",71,"Hight school",6,"Average","More of less satisfied","Not too happy"
"1663","Female",34,"Hight school",12,"Average","More of less satisfied","Not too happy"
"1664","Male",70,"Graduate",12,"Above average","Pretty satisfied","Not too happy"
"1665","Female",82,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"1666","Male",32,"associate/junior college",12,"Average","More of less satisfied","Pretty happy"
"1667","Female",42,"Bachelors",12,"Below average","Not satisfied","Pretty happy"
"1668","Male",55,"Hight school",12,"Average","Pretty satisfied","Pretty happy"
"1669","Female",82,"Hight school",12,"Average","Pretty satisfied","Pretty happy"
"1670","Male",41,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"1671","Female",63,"Hight school",12,"Average","Pretty satisfied","Very happy"
"1672","Male",63,"Hight school",1,"Above average","More of less satisfied","Pretty happy"
"1673","Female",61,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"1674","Male",67,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"1675","Male",35,"Bachelors",12,"Above average","More of less satisfied","Very happy"
"1676","Male",64,"Bachelors",12,"Far below average","Pretty satisfied","Not too happy"
"1677","Male",30,"Hight school",9,"Below average","More of less satisfied","Not too happy"
"1678","Female",63,"Hight school",12,"Far below average","Not satisfied","Pretty happy"
"1679","Female",34,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"1680","Female",70,"Graduate",12,"Below average","Pretty satisfied","Very happy"
"1681","Female",59,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"1682","Female",63,"Bachelors",12,"Above average","More of less satisfied","Pretty happy"
"1683","Female",73,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"1684","Male",64,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"1685","Female",57,"Less than high school",12,"Below average","More of less satisfied","Pretty happy"
"1686","Male",60,"Hight school",12,"Below average","More of less satisfied","Not too happy"
"1687","Male",75,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"1688","Female",67,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"1689","Male",73,"Hight school",12,"Above average","Pretty satisfied","Pretty happy"
"1690","Female",56,"Hight school",2,"Far below average","More of less satisfied","Pretty happy"
"1691","Female",24,"Bachelors",2,"Below average","More of less satisfied","Pretty happy"
"1692","Male",54,"Bachelors",12,"Above average","Pretty satisfied","Pretty happy"
"1693","Female",56,"Hight school",12,"Average","Pretty satisfied","Very happy"
"1694","Female",29,"Less than high school",12,"Below average","More of less satisfied","Not too happy"
"1695","Female",61,"Graduate",12,"Average","Pretty satisfied","Pretty happy"
"1696","Male",34,"Less than high school",11,"Average","Pretty satisfied","Pretty happy"
"1697","Female",32,"Bachelors",10,"Below average","Not satisfied","Pretty happy"
"1698","Male",28,"Bachelors",12,"Below average","More of less satisfied","Not too happy"
"1699","Female",69,"Graduate",12,"Above average","Pretty satisfied","Pretty happy"
"1700","Female",23,"associate/junior college",9,"Above average","More of less satisfied","Not too happy"
"1701","Male",52,"Bachelors",12,"Above average","Not satisfied","Not too happy"
"1702","Male",27,"Bachelors",12,"Average","Pretty satisfied","Very happy"
"1703","Female",70,"Hight school",9,"Below average","More of less satisfied","Not too happy"
"1704","Female",63,"Hight school",12,"Above average","Pretty satisfied","Pretty happy"
"1705","Female",70,"Bachelors",12,"Above average","Pretty satisfied","Pretty happy"
"1706","Male",74,"Hight school",12,"Average","Pretty satisfied","Very happy"
"1707","Female",61,"Hight school",12,"Average","More of less satisfied","Very happy"
"1708","Female",38,"Bachelors",12,"Above average","Pretty satisfied","Pretty happy"
"1709","Male",26,"Bachelors",12,"Above average","Pretty satisfied","Pretty happy"
"1710","Male",35,"Bachelors",12,"Above average","Pretty satisfied","Pretty happy"
"1711","Male",32,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"1712","Male",50,"Graduate",10,"Above average","More of less satisfied","Not too happy"
"1713","Female",37,"Bachelors",12,"Above average","Not satisfied","Not too happy"
"1714","Female",81,"associate/junior college",9,"Below average","More of less satisfied","Pretty happy"
"1715","Male",80,"Hight school",12,"Below average","More of less satisfied","Very happy"
"1716","Male",42,"Hight school",12,"Below average","Not satisfied","Pretty happy"
"1717","Male",32,"Graduate",12,"Above average","More of less satisfied","Not too happy"
"1718","Male",78,"Graduate",12,"Above average","Pretty satisfied","Pretty happy"
"1719","Female",58,"Graduate",12,"Average","More of less satisfied","Pretty happy"
"1720","Female",65,"Hight school",12,"Average","Pretty satisfied","Pretty happy"
"1721","Male",65,"Hight school",12,"Average","Pretty satisfied","Very happy"
"1722","Male",72,"associate/junior college",12,"Below average","More of less satisfied","Not too happy"
"1723","Male",64,"Hight school",12,"Far below average","Not satisfied","Not too happy"
"1724","Female",23,"Hight school",12,"Average","Pretty satisfied","Very happy"
"1725","Female",59,"Hight school",12,"Average","More of less satisfied","Not too happy"
"1726","Male",29,"Bachelors",12,"Below average","Not satisfied","Pretty happy"
"1727","Female",37,"Hight school",12,"Above average","More of less satisfied","Pretty happy"
"1728","Female",65,"Hight school",12,"Below average","More of less satisfied","Pretty happy"
"1729","Male",72,"Hight school",12,"Above average","Pretty satisfied","Pretty happy"
"1730","Female",31,"Hight school",2,"Far below average","More of less satisfied","Not too happy"
"1731","Male",34,"Bachelors",12,"Average","Not satisfied","Pretty happy"
"1732","Male",34,"Graduate",12,"Above average","Pretty satisfied","Pretty happy"
"1733","Female",70,"Hight school",12,"Above average","Pretty satisfied","Pretty happy"
"1734","Female",65,"Graduate",12,"Above average","Pretty satisfied","Not too happy"
"1735","Female",24,"Hight school",10,"Below average","Not satisfied","Not too happy"
"1736","Female",28,"Hight school",12,"Below average","More of less satisfied","Pretty happy"
"1737","Female",37,"Hight school",12,"Below average","More of less satisfied","Very happy"
"1738","Male",68,"Hight school",12,"Below average","More of less satisfied","Very happy"
"1739","Female",72,"Graduate",12,"Average","More of less satisfied","Pretty happy"
"1740","Male",60,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"1741","Male",31,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"1742","Female",47,"associate/junior college",12,"Above average","Pretty satisfied","Very happy"
"1743","Male",46,"Hight school",12,"Average","Not satisfied","Pretty happy"
"1744","Male",76,"Hight school",12,"Above average","Pretty satisfied","Pretty happy"
"1745","Male",40,"Bachelors",8,"Far below average","Not satisfied","Not too happy"
"1746","Male",84,"Graduate",12,"Above average","Pretty satisfied","Pretty happy"
"1747","Female",67,"Hight school",12,"Average","Pretty satisfied","Pretty happy"
"1748","Female",70,"Graduate",12,"Below average","Pretty satisfied","Pretty happy"
"1749","Female",68,"Hight school",11,"Average","More of less satisfied","Very happy"
"1750","Female",58,"Less than high school",12,"Above average","More of less satisfied","Very happy"
"1751","Male",39,"associate/junior college",12,"Average","More of less satisfied","Pretty happy"
"1752","Female",60,"Hight school",10,"Average","Not satisfied","Not too happy"
"1753","Male",44,"Less than high school",12,"Below average","More of less satisfied","Pretty happy"
"1754","Male",46,"Hight school",12,"Below average","Not satisfied","Very happy"
"1755","Female",38,"Hight school",12,"Below average","Not satisfied","Pretty happy"
"1756","Female",26,"Less than high school",12,"Average","More of less satisfied","Pretty happy"
"1757","Male",42,"Hight school",12,"Below average","Not satisfied","Not too happy"
"1758","Male",77,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"1759","Female",69,"Graduate",12,"Above average","Pretty satisfied","Not too happy"
"1760","Female",55,"Bachelors",12,"Above average","Pretty satisfied","Pretty happy"
"1761","Male",62,"Graduate",12,"Below average","Not satisfied","Pretty happy"
"1762","Female",74,"Hight school",7,"Below average","More of less satisfied","Pretty happy"
"1763","Female",68,"Hight school",10,"Far below average","More of less satisfied","Pretty happy"
"1764","Female",68,"Hight school",12,"Average","Pretty satisfied","Very happy"
"1765","Female",55,"Hight school",12,"Above average","More of less satisfied","Pretty happy"
"1766","Female",79,"Hight school",12,"Below average","More of less satisfied","Pretty happy"
"1767","Female",67,"Bachelors",12,"Above average","Pretty satisfied","Pretty happy"
"1768","Male",40,"Hight school",12,"Above average","More of less satisfied","Very happy"
"1769","Female",28,"Hight school",12,"Average","More of less satisfied","Very happy"
"1770","Female",55,"Graduate",12,"Above average","More of less satisfied","Pretty happy"
"1771","Female",50,"Graduate",12,"Far below average","Not satisfied","Not too happy"
"1772","Female",22,"Hight school",12,"Below average","More of less satisfied","Pretty happy"
"1773","Female",69,"Hight school",12,"Average","Pretty satisfied","Pretty happy"
"1774","Male",49,"associate/junior college",12,"Above average","More of less satisfied","Pretty happy"
"1775","Female",34,"associate/junior college",12,"Average","More of less satisfied","Very happy"
"1776","Male",58,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"1777","Female",75,"Bachelors",12,"Far below average","Not satisfied","Pretty happy"
"1778","Male",37,"Bachelors",12,"Above average","More of less satisfied","Very happy"
"1779","Male",40,"Bachelors",12,"Average","More of less satisfied","Very happy"
"1780","Female",36,"Graduate",12,"Average","More of less satisfied","Pretty happy"
"1781","Female",36,"Bachelors",8,"Below average","More of less satisfied","Pretty happy"
"1782","Male",66,"associate/junior college",8,"Average","More of less satisfied","Pretty happy"
"1783","Female",45,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"1784","Male",65,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"1785","Female",35,"Bachelors",12,"Average","Pretty satisfied","Pretty happy"
"1786","Female",29,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"1787","Male",70,"Hight school",12,"Above average","Pretty satisfied","Pretty happy"
"1788","Female",62,"Hight school",10,"Far below average","More of less satisfied","Pretty happy"
"1789","Female",65,"Bachelors",12,"Above average","Pretty satisfied","Very happy"
"1790","Female",74,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"1791","Female",55,"Bachelors",12,"Far above average","Pretty satisfied","Pretty happy"
"1792","Female",57,"Less than high school",2,"Far below average","Not satisfied","Not too happy"
"1793","Male",86,"Hight school",12,"Below average","More of less satisfied","Pretty happy"
"1794","Female",48,"Bachelors",12,"Above average","More of less satisfied","Pretty happy"
"1795","Male",32,"Graduate",12,"Below average","More of less satisfied","Pretty happy"
"1796","Male",67,"Less than high school",4,"Far above average","Not satisfied","Pretty happy"
"1797","Male",79,"Graduate",12,"Below average","Pretty satisfied","Very happy"
"1798","Female",65,"Hight school",9,"Average","More of less satisfied","Pretty happy"
"1799","Male",70,"Hight school",9,"Below average","Not satisfied","Not too happy"
"1800","Female",81,"Hight school",12,"Below average","More of less satisfied","Not too happy"
"1801","Male",74,"Graduate",12,"Average","More of less satisfied","Very happy"
"1802","Male",27,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"1803","Female",31,"associate/junior college",12,"Below average","Not satisfied","Not too happy"
"1804","Male",26,"Hight school",1,"Average","More of less satisfied","Not too happy"
"1805","Female",58,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"1806","Female",49,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"1807","Male",39,"Less than high school",1,"Far below average","Not satisfied","Not too happy"
"1808","Male",41,"Graduate",12,"Above average","More of less satisfied","Pretty happy"
"1809","Female",67,"Hight school",12,"Above average","More of less satisfied","Pretty happy"
"1810","Female",30,"Hight school",12,"Above average","More of less satisfied","Pretty happy"
"1811","Female",64,"Hight school",2,"Average","More of less satisfied","Not too happy"
"1812","Male",83,"Hight school",10,"Below average","More of less satisfied","Pretty happy"
"1813","Female",40,"Less than high school",12,"Average","Pretty satisfied","Very happy"
"1814","Female",51,"Graduate",12,"Average","More of less satisfied","Pretty happy"
"1815","Male",79,"associate/junior college",12,"Above average","Pretty satisfied","Pretty happy"
"1816","Male",69,"Bachelors",12,"Above average","Pretty satisfied","Pretty happy"
"1817","Male",68,"Hight school",12,"Below average","More of less satisfied","Pretty happy"
"1818","Female",36,"Hight school",9,"Below average","Not satisfied","Very happy"
"1819","Female",33,"Hight school",12,"Average","More of less satisfied","Very happy"
"1820","Male",75,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"1821","Female",66,"Hight school",10,"Below average","Not satisfied","Pretty happy"
"1822","Female",37,"Bachelors",12,"Average","Not satisfied","Pretty happy"
"1823","Female",42,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"1824","Female",46,"Less than high school",11,"Average","Not satisfied","Not too happy"
"1825","Male",26,"Hight school",12,"Far below average","Not satisfied","Not too happy"
"1826","Female",64,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"1827","Female",45,"Hight school",12,"Average","More of less satisfied","Not too happy"
"1828","Female",67,"Hight school",12,"Below average","More of less satisfied","Not too happy"
"1829","Female",47,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"1830","Male",77,"Hight school",12,"Average","Pretty satisfied","Very happy"
"1831","Male",83,"Graduate",12,"Above average","Pretty satisfied","Pretty happy"
"1832","Female",31,"Bachelors",12,"Above average","More of less satisfied","Pretty happy"
"1833","Female",63,"Bachelors",12,"Average","More of less satisfied","Not too happy"
"1834","Male",33,"Hight school",12,"Below average","Not satisfied","Not too happy"
"1835","Female",32,"Less than high school",3,"Below average","Pretty satisfied","Pretty happy"
"1836","Female",67,"Hight school",11,"Below average","Not satisfied","Pretty happy"
"1837","Female",45,"Bachelors",12,"Above average","Pretty satisfied","Very happy"
"1838","Female",55,"Less than high school",10,"Below average","More of less satisfied","Not too happy"
"1839","Male",43,"Hight school",12,"Average","Pretty satisfied","Pretty happy"
"1840","Male",58,"Hight school",12,"Far below average","Not satisfied","Pretty happy"
"1841","Female",67,"Bachelors",12,"Above average","More of less satisfied","Pretty happy"
"1842","Male",71,"Graduate",12,"Above average","More of less satisfied","Pretty happy"
"1843","Male",28,"Bachelors",12,"Above average","Pretty satisfied","Not too happy"
"1844","Female",47,"Bachelors",12,"Average","Not satisfied","Pretty happy"
"1845","Female",63,"associate/junior college",11,"Below average","More of less satisfied","Pretty happy"
"1846","Male",57,"Graduate",12,"Average","More of less satisfied","Pretty happy"
"1847","Male",34,"Hight school",12,"Below average","Not satisfied","Pretty happy"
"1848","Female",29,"Less than high school",12,"Far below average","More of less satisfied","Pretty happy"
"1849","Male",26,"Hight school",12,"Far below average","Not satisfied","Not too happy"
"1850","Male",54,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"1851","Female",68,"Bachelors",11,"Below average","Not satisfied","Pretty happy"
"1852","Female",48,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"1853","Female",44,"associate/junior college",8,"Far below average","Not satisfied","Pretty happy"
"1854","Female",57,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"1855","Female",62,"associate/junior college",12,"Below average","Not satisfied","Pretty happy"
"1856","Female",49,"Graduate",12,"Average","More of less satisfied","Pretty happy"
"1857","Male",70,"Bachelors",12,"Average","Pretty satisfied","Very happy"
"1858","Female",86,"Hight school",12,"Below average","More of less satisfied","Very happy"
"1859","Female",55,"Hight school",9,"Far below average","Not satisfied","Not too happy"
"1860","Female",49,"associate/junior college",12,"Below average","More of less satisfied","Pretty happy"
"1861","Female",56,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"1862","Male",48,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"1863","Female",60,"Hight school",12,"Average","Pretty satisfied","Pretty happy"
"1864","Female",45,"Bachelors",12,"Above average","More of less satisfied","Not too happy"
"1865","Female",61,"associate/junior college",12,"Below average","Not satisfied","Not too happy"
"1866","Male",56,"Hight school",12,"Average","Pretty satisfied","Pretty happy"
"1867","Female",25,"Hight school",12,"Average","More of less satisfied","Very happy"
"1868","Female",49,"Graduate",12,"Average","More of less satisfied","Pretty happy"
"1869","Female",33,"Bachelors",12,"Above average","More of less satisfied","Pretty happy"
"1870","Female",42,"Less than high school",8,"Far below average","Not satisfied","Pretty happy"
"1871","Male",69,"Bachelors",12,"Above average","Pretty satisfied","Pretty happy"
"1872","Female",75,"Bachelors",12,"Above average","Pretty satisfied","Pretty happy"
"1873","Female",56,"Bachelors",12,"Below average","More of less satisfied","Pretty happy"
"1874","Male",69,"Graduate",12,"Below average","Not satisfied","Pretty happy"
"1875","Male",62,"Bachelors",12,"Below average","More of less satisfied","Pretty happy"
"1876","Female",63,"associate/junior college",12,"Below average","Pretty satisfied","Not too happy"
"1877","Female",75,"Hight school",12,"Average","Pretty satisfied","Not too happy"
"1878","Male",42,"Bachelors",12,"Average","More of less satisfied","Not too happy"
"1879","Male",46,"Hight school",12,"Average","More of less satisfied","Not too happy"
"1880","Female",43,"Hight school",12,"Below average","Not satisfied","Very happy"
"1881","Female",53,"Hight school",11,"Above average","Not satisfied","Not too happy"
"1882","Female",34,"Bachelors",12,"Below average","More of less satisfied","Pretty happy"
"1883","Female",36,"Hight school",9,"Below average","Not satisfied","Pretty happy"
"1884","Female",69,"Hight school",3,"Below average","Not satisfied","Not too happy"
"1885","Male",74,"Bachelors",12,"Average","Pretty satisfied","Very happy"
"1886","Male",50,"Hight school",8,"Average","More of less satisfied","Very happy"
"1887","Female",46,"Bachelors",12,"Below average","Not satisfied","Pretty happy"
"1888","Female",44,"Graduate",12,"Average","More of less satisfied","Pretty happy"
"1889","Female",63,"Less than high school",9,"Below average","More of less satisfied","Pretty happy"
"1890","Male",41,"Graduate",12,"Average","More of less satisfied","Pretty happy"
"1891","Male",70,"Graduate",12,"Above average","Pretty satisfied","Not too happy"
"1892","Female",31,"Graduate",12,"Far below average","Not satisfied","Pretty happy"
"1893","Female",66,"Hight school",12,"Average","Not satisfied","Pretty happy"
"1894","Male",71,"Hight school",12,"Above average","Pretty satisfied","Pretty happy"
"1895","Female",34,"Hight school",11,"Far below average","Not satisfied","Not too happy"
"1896","Male",86,"Less than high school",9,"Below average","More of less satisfied","Not too happy"
"1897","Female",40,"Hight school",12,"Below average","More of less satisfied","Pretty happy"
"1898","Male",53,"Hight school",10,"Above average","More of less satisfied","Pretty happy"
"1899","Female",77,"Hight school",12,"Average","More of less satisfied","Not too happy"
"1900","Female",39,"Bachelors",12,"Average","Pretty satisfied","Pretty happy"
"1901","Female",34,"Graduate",12,"Above average","More of less satisfied","Pretty happy"
"1902","Male",66,"Hight school",12,"Average","Not satisfied","Not too happy"
"1903","Female",33,"associate/junior college",5,"Average","Pretty satisfied","Pretty happy"
"1904","Male",62,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"1905","Female",23,"Hight school",12,"Below average","Not satisfied","Not too happy"
"1906","Female",65,"Hight school",12,"Average","Not satisfied","Very happy"
"1907","Female",52,"Graduate",12,"Average","More of less satisfied","Pretty happy"
"1908","Male",24,"Hight school",11,"Average","Not satisfied","Not too happy"
"1909","Male",70,"Graduate",12,"Above average","More of less satisfied","Very happy"
"1910","Male",49,"Bachelors",12,"Above average","Pretty satisfied","Pretty happy"
"1911","Female",26,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"1912","Female",34,"Graduate",12,"Average","Pretty satisfied","Pretty happy"
"1913","Female",27,"Hight school",11,"Average","More of less satisfied","Not too happy"
"1914","Female",22,"Hight school",12,"Above average","More of less satisfied","Pretty happy"
"1915","Male",52,"Less than high school",12,"Average","More of less satisfied","Very happy"
"1916","Female",65,"Less than high school",8,"Below average","Not satisfied","Pretty happy"
"1917","Male",65,"Hight school",12,"Below average","Not satisfied","Not too happy"
"1918","Male",20,"Hight school",12,"Above average","Pretty satisfied","Pretty happy"
"1919","Male",62,"Hight school",12,"Above average","Pretty satisfied","Very happy"
"1920","Male",41,"Bachelors",12,"Above average","More of less satisfied","Not too happy"
"1921","Male",43,"Bachelors",12,"Average","More of less satisfied","Very happy"
"1922","Male",64,"Hight school",12,"Below average","Not satisfied","Pretty happy"
"1923","Male",35,"Hight school",12,"Below average","More of less satisfied","Pretty happy"
"1924","Female",57,"Hight school",12,"Average","Pretty satisfied","Pretty happy"
"1925","Male",20,"Hight school",12,"Above average","More of less satisfied","Pretty happy"
"1926","Female",30,"Bachelors",12,"Average","Not satisfied","Very happy"
"1927","Female",38,"Bachelors",12,"Above average","More of less satisfied","Very happy"
"1928","Female",63,"Hight school",12,"Below average","Not satisfied","Not too happy"
"1929","Male",77,"Bachelors",12,"Below average","Pretty satisfied","Pretty happy"
"1930","Male",28,"Graduate",12,"Above average","Pretty satisfied","Not too happy"
"1931","Female",59,"Hight school",2,"Far below average","Not satisfied","Very happy"
"1932","Male",33,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"1933","Male",43,"Hight school",12,"Average","More of less satisfied","Very happy"
"1934","Female",45,"Graduate",12,"Far above average","Pretty satisfied","Very happy"
"1935","Female",41,"Graduate",12,"Average","Pretty satisfied","Pretty happy"
"1936","Female",71,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"1937","Male",60,"Hight school",12,"Above average","More of less satisfied","Not too happy"
"1938","Female",49,"Hight school",12,"Below average","More of less satisfied","Not too happy"
"1939","Female",56,"associate/junior college",12,"Above average","Pretty satisfied","Not too happy"
"1940","Female",42,"Hight school",12,"Average","More of less satisfied","Not too happy"
"1941","Female",74,"associate/junior college",12,"Below average","More of less satisfied","Pretty happy"
"1942","Male",68,"Hight school",12,"Average","More of less satisfied","Not too happy"
"1943","Male",83,"Hight school",11,"Far below average","More of less satisfied","Pretty happy"
"1944","Female",34,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"1945","Female",41,"Bachelors",12,"Above average","Pretty satisfied","Pretty happy"
"1946","Female",29,"Bachelors",9,"Average","Pretty satisfied","Pretty happy"
"1947","Female",34,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"1948","Female",26,"Hight school",6,"Average","More of less satisfied","Pretty happy"
"1949","Female",55,"Hight school",12,"Above average","More of less satisfied","Pretty happy"
"1950","Female",86,"Hight school",9,"Far above average","Pretty satisfied","Pretty happy"
"1951","Male",56,"Hight school",2,"Far below average","Not satisfied","Not too happy"
"1952","Male",36,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"1953","Male",83,"Graduate",12,"Below average","Not satisfied","Pretty happy"
"1954","Male",71,"Hight school",12,"Below average","Pretty satisfied","Very happy"
"1955","Male",55,"Bachelors",12,"Above average","More of less satisfied","Pretty happy"
"1956","Male",59,"Hight school",12,"Above average","More of less satisfied","Pretty happy"
"1957","Male",52,"associate/junior college",12,"Below average","Pretty satisfied","Very happy"
"1958","Male",74,"Bachelors",9,"Below average","More of less satisfied","Pretty happy"
"1959","Male",68,"Bachelors",12,"Average","More of less satisfied","Very happy"
"1960","Male",50,"Hight school",12,"Average","Not satisfied","Pretty happy"
"1961","Female",78,"Hight school",1,"Below average","More of less satisfied","Pretty happy"
"1962","Male",62,"Hight school",12,"Below average","More of less satisfied","Not too happy"
"1963","Male",70,"Bachelors",12,"Average","Pretty satisfied","Pretty happy"
"1964","Male",38,"associate/junior college",10,"Below average","More of less satisfied","Pretty happy"
"1965","Female",44,"Graduate",9,"Average","More of less satisfied","Pretty happy"
"1966","Male",59,"Hight school",12,"Below average","More of less satisfied","Pretty happy"
"1967","Female",25,"Graduate",10,"Average","More of less satisfied","Very happy"
"1968","Male",70,"Graduate",12,"Average","Pretty satisfied","Pretty happy"
"1969","Male",50,"Hight school",12,"Above average","More of less satisfied","Not too happy"
"1970","Female",26,"Bachelors",12,"Average","Pretty satisfied","Pretty happy"
"1971","Male",48,"associate/junior college",12,"Average","Pretty satisfied","Pretty happy"
"1972","Male",64,"Hight school",12,"Below average","Not satisfied","Pretty happy"
"1973","Female",36,"Hight school",10,"Below average","Not satisfied","Very happy"
"1974","Female",54,"Bachelors",12,"Above average","Pretty satisfied","Not too happy"
"1975","Male",70,"Hight school",9,"Below average","Not satisfied","Not too happy"
"1976","Female",59,"Hight school",12,"Below average","More of less satisfied","Pretty happy"
"1977","Male",59,"Hight school",10,"Far below average","Not satisfied","Not too happy"
"1978","Female",49,"Less than high school",1,"Below average","Not satisfied","Not too happy"
"1979","Male",72,"Hight school",12,"Average","More of less satisfied","Not too happy"
"1980","Male",82,"Graduate",12,"Far below average","Pretty satisfied","Pretty happy"
"1981","Female",44,"Graduate",12,"Average","More of less satisfied","Pretty happy"
"1982","Female",62,"Hight school",12,"Average","More of less satisfied","Pretty happy"
